WELL_PERMIT_NUM	OPERATOR	COUNTY	MUNICIPALITY	LATITUDE	LONGITUDE	START_DATE	PROD_PERIOD	PROD_PERIOD_MAX	OIL_BBL_MODEL	GAS_MCF_MODEL	GAS_MCF_MODEL_CUMSUM	OIL_BBL_MODEL_CUMSUM	PROD_MCFE_MODEL_ZERO	PRODUCTION_DATE_MODEL	PROD_MCFE	PROD_MCFE_MODEL	GAS_MCF_MODEL_NA	GAS_MCF_MODEL_ZERO	OIL_BBL_MODEL_ZERO	DATE_MODEL	PROD_MCFE_MODEL_NA	
035-21196	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.284158	-77.712414	2010-11-01	85	58	0	110.1436874	1609306.435	0	110.1436874	2017-12-01	110.1436874	110.1436874	110.1436874	110.1436874	0	2017-12-01	110.1436874	
035-21196	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.284158	-77.712414	2010-11-01	97	58	0	81.48368643	1610433.305	0	81.48368643	2018-12-01	81.48368643	81.48368643	81.48368643	81.48368643	0	2018-12-01	81.48368643	
035-21196	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.284158	-77.712414	2010-11-01	109	58	0	60.28117733	1611266.957	0	60.28117733	2019-12-01	60.28117733	60.28117733	60.28117733	60.28117733	0	2019-12-01	60.28117733	
035-21219	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222217	-77.707767	2012-05-01	55	42	0	11124.69259	1451105.253	0	11124.69259	2016-12-01	11124.69259	11124.69259	11124.69259	11124.69259	0	2016-12-01	11124.69259	
035-21219	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222217	-77.707767	2012-05-01	67	42	0	8229.985606	1564920.929	0	8229.985606	2017-12-01	8229.985606	8229.985606	8229.985606	8229.985606	0	2017-12-01	8229.985606	
035-21219	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222217	-77.707767	2012-05-01	79	42	0	6088.497507	1649121.133	0	6088.497507	2018-12-01	6088.497507	6088.497507	6088.497507	6088.497507	0	2018-12-01	6088.497507	
035-21219	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222217	-77.707767	2012-05-01	91	42	0	4504.236541	1711411.975	0	4504.236541	2019-12-01	4504.236541	4504.236541	4504.236541	4504.236541	0	2019-12-01	4504.236541	
035-21221	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222256	-77.707669	2012-05-01	55	42	0	20934.91112	2251064.322	0	20934.91112	2016-12-01	20934.91112	20934.91112	20934.91112	20934.91112	0	2016-12-01	20934.91112	
035-21221	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222256	-77.707669	2012-05-01	67	42	0	15487.53063	2465247.416	0	15487.53063	2017-12-01	15487.53063	15487.53063	15487.53063	15487.53063	0	2017-12-01	15487.53063	
035-21221	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222256	-77.707669	2012-05-01	79	42	0	11457.58889	2623698.875	0	11457.58889	2018-12-01	11457.58889	11457.58889	11457.58889	11457.58889	0	2018-12-01	11457.58889	
035-21221	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222256	-77.707669	2012-05-01	91	42	0	8476.260437	2740920.382	0	8476.260437	2019-12-01	8476.260437	8476.260437	8476.260437	8476.260437	0	2019-12-01	8476.260437	
035-21222	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222197	-77.707814	2012-05-01	55	42	0	12543.05482	1264209.575	0	12543.05482	2016-12-01	12543.05482	12543.05482	12543.05482	12543.05482	0	2016-12-01	12543.05482	
035-21222	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222197	-77.707814	2012-05-01	67	42	0	9279.282084	1392536.381	0	9279.282084	2017-12-01	9279.282084	9279.282084	9279.282084	9279.282084	0	2017-12-01	9279.282084	
035-21222	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222197	-77.707814	2012-05-01	79	42	0	6864.761197	1487471.838	0	6864.761197	2018-12-01	6864.761197	6864.761197	6864.761197	6864.761197	0	2018-12-01	6864.761197	
035-21222	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222197	-77.707814	2012-05-01	91	42	0	5078.512094	1557704.56	0	5078.512094	2019-12-01	5078.512094	5078.512094	5078.512094	5078.512094	0	2019-12-01	5078.512094	
035-21224	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222236	-77.707719	2012-05-01	55	42	0	7673.29639	788222.2054	0	7673.29639	2016-12-01	7673.29639	7673.29639	7673.29639	7673.29639	0	2016-12-01	7673.29639	
035-21224	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222236	-77.707719	2012-05-01	67	42	0	5676.661926	866726.9744	0	5676.661926	2017-12-01	5676.661926	5676.661926	5676.661926	5676.661926	0	2017-12-01	5676.661926	
035-21224	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222236	-77.707719	2012-05-01	79	42	0	4199.562872	924804.3651	0	4199.562872	2018-12-01	4199.562872	4199.562872	4199.562872	4199.562872	0	2018-12-01	4199.562872	
035-21224	ANADARKO E&P ONSHORE LLC	CLINTON	NOYES	41.222236	-77.707719	2012-05-01	91	42	0	3106.81322	967769.6953	0	3106.81322	2019-12-01	3106.81322	3106.81322	3106.81322	3106.81322	0	2019-12-01	3106.81322	
035-21227	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369308	-77.559458	2011-05-01	67	54	0	27157.38022	2529959.349	0	27157.38022	2016-12-01	27157.38022	27157.38022	27157.38022	27157.38022	0	2016-12-01	27157.38022	
035-21227	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369308	-77.559458	2011-05-01	79	54	0	20090.87861	2807803.935	0	20090.87861	2017-12-01	20090.87861	20090.87861	20090.87861	20090.87861	0	2017-12-01	20090.87861	
035-21227	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369308	-77.559458	2011-05-01	91	54	0	14863.12008	3013351.812	0	14863.12008	2018-12-01	14863.12008	14863.12008	14863.12008	14863.12008	0	2018-12-01	14863.12008	
035-21227	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369308	-77.559458	2011-05-01	103	54	0	10995.65344	3165414.987	0	10995.65344	2019-12-01	10995.65344	10995.65344	10995.65344	10995.65344	0	2019-12-01	10995.65344	
035-21228	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385681	-77.546486	2013-01-01	47	34	0	37182.65842	2521849.157	0	37182.65842	2016-12-01	37182.65842	37182.65842	37182.65842	37182.65842	0	2016-12-01	37182.65842	
035-21228	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385681	-77.546486	2013-01-01	59	34	0	27507.52358	2902261.416	0	27507.52358	2017-12-01	27507.52358	27507.52358	27507.52358	27507.52358	0	2017-12-01	27507.52358	
035-21228	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385681	-77.546486	2013-01-01	71	34	0	20349.91272	3183688.285	0	20349.91272	2018-12-01	20349.91272	20349.91272	20349.91272	20349.91272	0	2018-12-01	20349.91272	
035-21228	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385681	-77.546486	2013-01-01	83	34	0	15054.75207	3391886.315	0	15054.75207	2019-12-01	15054.75207	15054.75207	15054.75207	15054.75207	0	2019-12-01	15054.75207	
035-21229	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385719	-77.546508	2011-11-01	61	48	0	20491.22202	2387721.626	0	20491.22202	2016-12-01	20491.22202	20491.22202	20491.22202	20491.22202	0	2016-12-01	20491.22202	
035-21229	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385719	-77.546508	2011-11-01	73	48	0	15159.2919	2597365.378	0	15159.2919	2017-12-01	15159.2919	15159.2919	15159.2919	15159.2919	0	2017-12-01	15159.2919	
035-21229	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385719	-77.546508	2011-11-01	85	48	0	11214.75971	2752458.659	0	11214.75971	2018-12-01	11214.75971	11214.75971	11214.75971	11214.75971	0	2018-12-01	11214.75971	
035-21229	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385719	-77.546508	2011-11-01	97	48	0	8296.616762	2867195.804	0	8296.616762	2019-12-01	8296.616762	8296.616762	8296.616762	8296.616762	0	2019-12-01	8296.616762	
035-21230	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385644	-77.546464	2011-11-01	61	48	0	17371.69084	2075049.66	0	17371.69084	2016-12-01	17371.69084	17371.69084	17371.69084	17371.69084	0	2016-12-01	17371.69084	
035-21230	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385644	-77.546464	2011-11-01	73	48	0	12851.48012	2252777.785	0	12851.48012	2017-12-01	12851.48012	12851.48012	12851.48012	12851.48012	0	2017-12-01	12851.48012	
035-21230	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385644	-77.546464	2011-11-01	85	48	0	9507.453403	2384260.061	0	9507.453403	2018-12-01	9507.453403	9507.453403	9507.453403	9507.453403	0	2018-12-01	9507.453403	
035-21230	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385644	-77.546464	2011-11-01	97	48	0	7033.561068	2481529.917	0	7033.561068	2019-12-01	7033.561068	7033.561068	7033.561068	7033.561068	0	2019-12-01	7033.561068	
035-21231	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385606	-77.546439	2011-11-01	61	48	0	29716.34809	3732913.339	0	29716.34809	2016-12-01	29716.34809	29716.34809	29716.34809	29716.34809	0	2016-12-01	29716.34809	
035-21231	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385606	-77.546439	2011-11-01	73	48	0	21983.98879	4036938.482	0	21983.98879	2017-12-01	21983.98879	21983.98879	21983.98879	21983.98879	0	2017-12-01	21983.98879	
035-21231	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385606	-77.546439	2011-11-01	85	48	0	16263.63245	4261854.59	0	16263.63245	2018-12-01	16263.63245	16263.63245	16263.63245	16263.63245	0	2018-12-01	16263.63245	
035-21231	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385606	-77.546439	2011-11-01	97	48	0	12031.74469	4428246.274	0	12031.74469	2019-12-01	12031.74469	12031.74469	12031.74469	12031.74469	0	2019-12-01	12031.74469	
035-21232	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385531	-77.546394	2011-11-01	61	48	0	34272.27764	4108094.435	0	34272.27764	2016-12-01	34272.27764	34272.27764	34272.27764	34272.27764	0	2016-12-01	34272.27764	
035-21232	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385531	-77.546394	2011-11-01	73	48	0	25354.44009	4458730.863	0	25354.44009	2017-12-01	25354.44009	25354.44009	25354.44009	25354.44009	0	2017-12-01	25354.44009	
035-21232	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385531	-77.546394	2011-11-01	85	48	0	18757.07355	4718129.739	0	18757.07355	2018-12-01	18757.07355	18757.07355	18757.07355	18757.07355	0	2018-12-01	18757.07355	
035-21232	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385531	-77.546394	2011-11-01	97	48	0	13876.37853	4910031.583	0	13876.37853	2019-12-01	13876.37853	13876.37853	13876.37853	13876.37853	0	2019-12-01	13876.37853	
035-21233	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369267	-77.559458	2011-05-01	67	54	0	33666.26326	4069701.46	0	33666.26326	2016-12-01	33666.26326	33666.26326	33666.26326	33666.26326	0	2016-12-01	33666.26326	
035-21233	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369267	-77.559458	2011-05-01	79	54	0	24906.11403	4414137.812	0	24906.11403	2017-12-01	24906.11403	24906.11403	24906.11403	24906.11403	0	2017-12-01	24906.11403	
035-21233	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369267	-77.559458	2011-05-01	91	54	0	18425.40442	4668949.907	0	18425.40442	2018-12-01	18425.40442	18425.40442	18425.40442	18425.40442	0	2018-12-01	18425.40442	
035-21233	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369267	-77.559458	2011-05-01	103	54	0	13631.01155	4857458.475	0	13631.01155	2019-12-01	13631.01155	13631.01155	13631.01155	13631.01155	0	2019-12-01	13631.01155	
035-21234	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369225	-77.559458	2011-05-01	67	54	0	24343.74202	3357017.18	0	24343.74202	2016-12-01	24343.74202	24343.74202	24343.74202	24343.74202	0	2016-12-01	24343.74202	
035-21234	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369225	-77.559458	2011-05-01	79	54	0	18009.36474	3606075.7	0	18009.36474	2017-12-01	18009.36474	18009.36474	18009.36474	18009.36474	0	2017-12-01	18009.36474	
035-21234	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369225	-77.559458	2011-05-01	91	54	0	13323.22772	3790327.806	0	13323.22772	2018-12-01	13323.22772	13323.22772	13323.22772	13323.22772	0	2018-12-01	13323.22772	
035-21234	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.369225	-77.559458	2011-05-01	103	54	0	9856.449649	3926636.487	0	9856.449649	2019-12-01	9856.449649	9856.449649	9856.449649	9856.449649	0	2019-12-01	9856.449649	
035-21235	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385569	-77.546417	2011-11-01	61	48	0	26061.50421	3060500.728	0	26061.50421	2016-12-01	26061.50421	26061.50421	26061.50421	26061.50421	0	2016-12-01	26061.50421	
035-21235	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385569	-77.546417	2011-11-01	73	48	0	19280.15564	3327133.511	0	19280.15564	2017-12-01	19280.15564	19280.15564	19280.15564	19280.15564	0	2017-12-01	19280.15564	
035-21235	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385569	-77.546417	2011-11-01	85	48	0	14263.35175	3524386.958	0	14263.35175	2018-12-01	14263.35175	14263.35175	14263.35175	14263.35175	0	2018-12-01	14263.35175	
035-21235	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.385569	-77.546417	2011-11-01	97	48	0	10551.94817	3670313.959	0	10551.94817	2019-12-01	10551.94817	10551.94817	10551.94817	10551.94817	0	2019-12-01	10551.94817	
035-21240	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380225	-77.555361	2012-02-01	58	45	0	30492.62366	2233254.068	0	30492.62366	2016-12-01	30492.62366	30492.62366	30492.62366	30492.62366	0	2016-12-01	30492.62366	
035-21240	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380225	-77.555361	2012-02-01	70	45	0	22558.27313	2545221.214	0	22558.27313	2017-12-01	22558.27313	22558.27313	22558.27313	22558.27313	0	2017-12-01	22558.27313	
035-21240	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380225	-77.555361	2012-02-01	82	45	0	16688.4848	2776012.771	0	16688.4848	2018-12-01	16688.4848	16688.4848	16688.4848	16688.4848	0	2018-12-01	16688.4848	
035-21240	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380225	-77.555361	2012-02-01	94	45	0	12346.0481	2946751.079	0	12346.0481	2019-12-01	12346.0481	12346.0481	12346.0481	12346.0481	0	2019-12-01	12346.0481	
035-21241	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380189	-77.555342	2012-02-01	58	45	0	28497.82632	2973788.818	0	28497.82632	2016-12-01	28497.82632	28497.82632	28497.82632	28497.82632	0	2016-12-01	28497.82632	
035-21241	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380189	-77.555342	2012-02-01	70	45	0	21082.53317	3265347.381	0	21082.53317	2017-12-01	21082.53317	21082.53317	21082.53317	21082.53317	0	2017-12-01	21082.53317	
035-21241	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380189	-77.555342	2012-02-01	82	45	0	15596.7406	3481040.782	0	15596.7406	2018-12-01	15596.7406	15596.7406	15596.7406	15596.7406	0	2018-12-01	15596.7406	
035-21241	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380189	-77.555342	2012-02-01	94	45	0	11538.38182	3640609.558	0	11538.38182	2019-12-01	11538.38182	11538.38182	11538.38182	11538.38182	0	2019-12-01	11538.38182	
035-21242	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.38015	-77.555322	2012-02-01	58	45	0	24396.40755	1829505.702	0	24396.40755	2016-12-01	24396.40755	24396.40755	24396.40755	24396.40755	0	2016-12-01	24396.40755	
035-21242	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.38015	-77.555322	2012-02-01	70	45	0	18048.32641	2079103.038	0	18048.32641	2017-12-01	18048.32641	18048.32641	18048.32641	18048.32641	0	2017-12-01	18048.32641	
035-21242	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.38015	-77.555322	2012-02-01	82	45	0	13352.05134	2263753.757	0	13352.05134	2018-12-01	13352.05134	13352.05134	13352.05134	13352.05134	0	2018-12-01	13352.05134	
035-21242	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.38015	-77.555322	2012-02-01	94	45	0	9877.773207	2400357.33	0	9877.773207	2019-12-01	9877.773207	9877.773207	9877.773207	9877.773207	0	2019-12-01	9877.773207	
035-21243	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380111	-77.5553	2012-02-01	58	45	0	32512.6716	3753599.651	0	32512.6716	2016-12-01	32512.6716	32512.6716	32512.6716	32512.6716	0	2016-12-01	32512.6716	
035-21243	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380111	-77.5553	2012-02-01	70	45	0	24052.69334	4086233.716	0	24052.69334	2017-12-01	24052.69334	24052.69334	24052.69334	24052.69334	0	2017-12-01	24052.69334	
035-21243	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380111	-77.5553	2012-02-01	82	45	0	17794.04855	4332314.545	0	17794.04855	2018-12-01	17794.04855	17794.04855	17794.04855	17794.04855	0	2018-12-01	17794.04855	
035-21243	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380111	-77.5553	2012-02-01	94	45	0	13163.938	4514363.771	0	13163.938	2019-12-01	13163.938	13163.938	13163.938	13163.938	0	2019-12-01	13163.938	
035-21244	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380072	-77.555281	2012-02-01	58	45	0	26617.0174	2045345.039	0	26617.0174	2016-12-01	26617.0174	26617.0174	26617.0174	26617.0174	0	2016-12-01	26617.0174	
035-21244	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380072	-77.555281	2012-02-01	70	45	0	19691.1212	2317661.224	0	19691.1212	2017-12-01	19691.1212	19691.1212	19691.1212	19691.1212	0	2017-12-01	19691.1212	
035-21244	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380072	-77.555281	2012-02-01	82	45	0	14567.38178	2519119.22	0	14567.38178	2018-12-01	14567.38178	14567.38178	14567.38178	14567.38178	0	2018-12-01	14567.38178	
035-21244	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380072	-77.555281	2012-02-01	94	45	0	10776.86789	2668156.724	0	10776.86789	2019-12-01	10776.86789	10776.86789	10776.86789	10776.86789	0	2019-12-01	10776.86789	
035-21245	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380036	-77.555261	2012-02-01	58	45	0	34974.2443	4036616.073	0	34974.2443	2016-12-01	34974.2443	34974.2443	34974.2443	34974.2443	0	2016-12-01	34974.2443	
035-21245	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380036	-77.555261	2012-02-01	70	45	0	25873.75112	4394434.255	0	25873.75112	2017-12-01	25873.75112	25873.75112	25873.75112	25873.75112	0	2017-12-01	25873.75112	
035-21245	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380036	-77.555261	2012-02-01	82	45	0	19141.25695	4659146.153	0	19141.25695	2018-12-01	19141.25695	19141.25695	19141.25695	19141.25695	0	2018-12-01	19141.25695	
035-21245	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.380036	-77.555261	2012-02-01	94	45	0	14160.59527	4854978.541	0	14160.59527	2019-12-01	14160.59527	14160.59527	14160.59527	14160.59527	0	2019-12-01	14160.59527	
035-21246	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409206	-77.564997	2011-11-01	61	46	0	365.6924804	1538224.289	0	365.6924804	2016-12-01	365.6924804	365.6924804	365.6924804	365.6924804	0	2016-12-01	365.6924804	
035-21246	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409206	-77.564997	2011-11-01	73	46	0	270.53726	1541965.654	0	270.53726	2017-12-01	270.53726	270.53726	270.53726	270.53726	0	2017-12-01	270.53726	
035-21246	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409206	-77.564997	2011-11-01	85	46	0	200.1419579	1544733.495	0	200.1419579	2018-12-01	200.1419579	200.1419579	200.1419579	200.1419579	0	2018-12-01	200.1419579	
035-21246	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409206	-77.564997	2011-11-01	97	46	0	148.0639056	1546781.128	0	148.0639056	2019-12-01	148.0639056	148.0639056	148.0639056	148.0639056	0	2019-12-01	148.0639056	
035-21247	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409253	-77.564908	2011-11-01	61	46	0	109.0902521	1181510.379	0	109.0902521	2016-12-01	109.0902521	109.0902521	109.0902521	109.0902521	0	2016-12-01	109.0902521	
035-21247	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409253	-77.564908	2011-11-01	73	46	0	80.70436085	1182626.471	0	80.70436085	2017-12-01	80.70436085	80.70436085	80.70436085	80.70436085	0	2017-12-01	80.70436085	
035-21247	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409253	-77.564908	2011-11-01	85	46	0	59.7046366	1183452.15	0	59.7046366	2018-12-01	59.7046366	59.7046366	59.7046366	59.7046366	0	2018-12-01	59.7046366	
035-21247	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.409253	-77.564908	2011-11-01	97	46	0	44.16915758	1184062.982	0	44.16915758	2019-12-01	44.16915758	44.16915758	44.16915758	44.16915758	0	2019-12-01	44.16915758	
035-21248	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.4093	-77.564819	2011-11-01	61	46	0	174.9560647	1390193.211	0	174.9560647	2016-12-01	174.9560647	174.9560647	174.9560647	174.9560647	0	2016-12-01	174.9560647	
035-21248	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.4093	-77.564819	2011-11-01	73	46	0	129.4315221	1391983.17	0	129.4315221	2017-12-01	129.4315221	129.4315221	129.4315221	129.4315221	0	2017-12-01	129.4315221	
035-21248	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.4093	-77.564819	2011-11-01	85	46	0	95.75271908	1393307.372	0	95.75271908	2018-12-01	95.75271908	95.75271908	95.75271908	95.75271908	0	2018-12-01	95.75271908	
035-21248	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.4093	-77.564819	2011-11-01	97	46	0	70.8373282	1394287.009	0	70.8373282	2019-12-01	70.8373282	70.8373282	70.8373282	70.8373282	0	2019-12-01	70.8373282	
035-21249	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571878	2011-11-01	61	42	0	343.1502383	1506062.988	0	343.1502383	2016-12-01	343.1502383	343.1502383	343.1502383	343.1502383	0	2016-12-01	343.1502383	
035-21249	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571878	2011-11-01	73	42	0	253.8606348	1509573.726	0	253.8606348	2017-12-01	253.8606348	253.8606348	253.8606348	253.8606348	0	2017-12-01	253.8606348	
035-21249	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571878	2011-11-01	85	42	0	187.8046835	1512170.95	0	187.8046835	2018-12-01	187.8046835	187.8046835	187.8046835	187.8046835	0	2018-12-01	187.8046835	
035-21249	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571878	2011-11-01	97	42	0	138.9368587	1514092.362	0	138.9368587	2019-12-01	138.9368587	138.9368587	138.9368587	138.9368587	0	2019-12-01	138.9368587	
035-21250	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.572094	2011-11-01	61	42	0	416.9926946	1964173.517	0	416.9926946	2016-12-01	416.9926946	416.9926946	416.9926946	416.9926946	0	2016-12-01	416.9926946	
035-21250	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.572094	2011-11-01	73	42	0	308.4888727	1968439.73	0	308.4888727	2017-12-01	308.4888727	308.4888727	308.4888727	308.4888727	0	2017-12-01	308.4888727	
035-21250	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.572094	2011-11-01	85	42	0	228.2183496	1971595.85	0	228.2183496	2018-12-01	228.2183496	228.2183496	228.2183496	228.2183496	0	2018-12-01	228.2183496	
035-21250	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.572094	2011-11-01	97	42	0	168.8346638	1973930.731	0	168.8346638	2019-12-01	168.8346638	168.8346638	168.8346638	168.8346638	0	2019-12-01	168.8346638	
035-21251	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571986	2011-11-01	61	42	0	365.4891326	1329970.123	0	365.4891326	2016-12-01	365.4891326	365.4891326	365.4891326	365.4891326	0	2016-12-01	365.4891326	
035-21251	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571986	2011-11-01	73	42	0	270.3868244	1333709.408	0	270.3868244	2017-12-01	270.3868244	270.3868244	270.3868244	270.3868244	0	2017-12-01	270.3868244	
035-21251	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571986	2011-11-01	85	42	0	200.0306665	1336475.71	0	200.0306665	2018-12-01	200.0306665	200.0306665	200.0306665	200.0306665	0	2018-12-01	200.0306665	
035-21251	ANADARKO E&P ONSHORE LLC	CLINTON	CHAPMAN	41.405142	-77.571986	2011-11-01	97	42	0	147.9815729	1338522.204	0	147.9815729	2019-12-01	147.9815729	147.9815729	147.9815729	147.9815729	0	2019-12-01	147.9815729	
035-21252	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.370289	-77.580653	2012-01-01	59	46	0	21931.22762	2666461.519	0	21931.22762	2016-12-01	21931.22762	21931.22762	21931.22762	21931.22762	0	2016-12-01	21931.22762	
035-21252	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.370289	-77.580653	2012-01-01	71	46	0	16224.60003	2890837.832	0	16224.60003	2017-12-01	16224.60003	16224.60003	16224.60003	16224.60003	0	2017-12-01	16224.60003	
035-21252	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.370289	-77.580653	2012-01-01	83	46	0	12002.86872	3056830.179	0	12002.86872	2018-12-01	12002.86872	12002.86872	12002.86872	12002.86872	0	2018-12-01	12002.86872	
035-21252	ANADARKO E&P ONSHORE LLC	CLINTON	GRUGAN	41.370289	-77.580653	2012-01-01	95	46	0	8879.655421	3179630.393	0	8879.655421	2019-12-01	8879.655421	8879.655421	8879.655421	8879.655421	0	2019-12-01	8879.655421	
